Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, STL, NL, 11, 17, 17, 1, 3, 0, 0, 1, 1, 0, 6, 0, 0, 0, .176, .176, .353, .529, 17, 6, 13, 0, 0, .200, 1, 0, 1, 68, 4.000, .353, .059, .---, .176, .176, 0
1 Season, 11, 17, 17, 1, 3, 0, 0, 1, 1, 0, 6, 0, 0, 0, .176, .176, .353, .529, 17, 6, 13, 0, 0, .200, 1, 0, 1, 68, 4.000, .353, .059, .---, .176, .176, 0
