Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, STL, NL, 29, 43, 39, 4, 8, 2, 0, 2, 7, 3, 12, 0, 0, 0, .205, .256, .410, .666, 16, 15, 0, 1, .231, 4, 1, 4, 169, 3.930, .279, .047, .250, .205, .205, 0
2020, STL, NL, 4, 15, 13, 2, 4, 1, 0, 1, 5, 1, 2, 0, 0, 0, .308, .333, .615, .949, 8, 5, 0, 1, .273, 2, 0, 4, 51, 3.400, .133, .067, .500, .308, .308, 0
2 Seasons, 33, 58, 52, 6, 12, 3, 0, 3, 12, 4, 14, 0, 0, 0, .231, .276, .462, .737, 58, 24, 20, 0, 2, .243, 6, 1, 8, 220, 3.793, .241, .052, .286, .231, .231, 0
