2019, SD, NL, 69, 201, 184, 20, 43, 8, 1, 7, 24, 9, 49, 0, 2, 7, .234, .294, .402, .696, 
2020, SD, NL, 13, 41, 37, 8, 10, 1, 0, 2, 5, 4, 10, 0, 0, 0, .270, .341, .459, .801, 
2 Seasons, 82, 242, 221, 28, 53, 9, 1, 9, 29, 13, 59, 0, 2, 7, .240, .302, .412, .713, 
2019, SD, NL, 201, 74, 66, 0, 1, .279, 16, 8, 29, 801, 3.985, .244, .035, .184, .168, .168, 0, 
2020, SD, NL, 41, 17, 17, 0, 0, .320, 3, 0, 5, 152, 3.707, .244, .049, .400, .189, .189, 0, 
242, 91, 83, 0, 1, .286, 19, 8, 34, 953, 3.938, .244, .037, .220, .172, .172, 0, 
