Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, SD, NL, 84, 372, 334, 61, 106, 13, 6, 22, 53, 30, 110, 16, 6, 5, .317, .379, .590, .969, 197, 105, 0, 3, .410, 41, 4, 43, 1399, 3.761, .296, .059, .273, .272, .272, 0
2020, SD, NL, 46, 207, 178, 46, 54, 10, 2, 15, 40, 23, 48, 9, 0, 5, .303, .396, .635, 1.031, 113, 56, 0, 1, .336, 27, 5, 32, 777, 3.754, .232, .072, .479, .331, .331, 0
2 Seasons, 130, 579, 512, 107, 160, 23, 8, 37, 93, 53, 158, 25, 6, 10, .313, .385, .605, .991, 579, 310, 161, 0, 4, .383, 68, 9, 75, 2176, 3.758, .273, .064, .335, .293, .293, 0
