2017, CLE, AL, 11, 14, 13, 1, 2, 0, 0, 0, 1, 1, 3, 0, 0, 0, .154, .214, .154, .368, 14, 2, 8, 0, 0, .200, 0, 0, 3, 45, 3.214, .214, .000, .333, .000, .000, 0, 
2018, 2 Teams, 21, 62, 56, 6, 10, 2, 0, 3, 8, 5, 19, 0, 0, 1, .179, .258, .375, .633, 21, 30, 0, 0, .206, 5, 2, 7, 239, 3.855, .306, .048, .263, .196, .196, 1, 
2018, CLE, AL, 1, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, .000, .500, .000, .500, 4, 0, 1, 0, 0, .000, 0, 0, 1, 16, 4.000, .000, .000, .---, .000, .000, 0, 
2018, SD, NL, 20, 58, 54, 6, 10, 2, 0, 3, 8, 3, 19, 0, 0, 1, .185, .241, .389, .630, 58, 21, 29, 0, 0, .219, 5, 2, 6, 223, 3.845, .328, .052, .158, .204, .204, 1, 
2019, SD, NL, 79, 244, 226, 27, 60, 11, 2, 8, 22, 13, 56, 1, 1, 4, .265, .316, .438, .754, 244, 99, 101, 0, 1, .319, 21, 6, 29, 902, 3.697, .230, .033, .232, .173, .173, 0, 
2020, SD, NL, 16, 41, 38, 5, 3, 1, 0, 1, 2, 1, 9, 0, 0, 2, .079, .146, .184, .331, 41, 7, 22, 0, 0, .071, 2, 1, 5, 153, 3.732, .220, .024, .111, .105, .105, 0, 
4 Seasons, 127, 361, 333, 39, 75, 14, 2, 12, 33, 20, 87, 1, 1, 7, .225, .283, .387, .670, 361, 129, 161, 0, 1, .268, 28, 9, 44, 1339, 3.709, .241, .033, .230, .162, .162, 1, 
