Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, SD, NL, 40, 143, 130, 21, 41, 11, 3, 4, 20, 11, 23, 3, 0, 1, .315, .371, .538, .909, 143, 70, 45, 0, 1, .356, 18, 2, 14, 558, 3.902, .161, .028, .478, .223, .223, 1
1 Season, 40, 143, 130, 21, 41, 11, 3, 4, 20, 11, 23, 3, 0, 1, .315, .371, .538, .909, 143, 70, 45, 0, 1, .356, 18, 2, 14, 558, 3.902, .161, .028, .478, .223, .223, 1
