Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2012, TEX, AL, 9, 17, 17, 2, 3, 2, 0, 1, 2, 0, 4, 0, 0, 0, .176, .176, .471, .647, 8, 10, 0, 0, .167, 3, 1, 1, 51, 3.000, .235, .059, .---, .294, .294, 0
2013, TEX, AL, 85, 324, 286, 30, 67, 11, 0, 6, 26, 26, 63, 2, 4, 5, .234, .308, .336, .644, 96, 114, 6, 1, .280, 17, 1, 37, 1358, 4.191, .194, .019, .413, .101, .101, 1
2016, TEX, AL, 90, 307, 272, 35, 65, 6, 3, 5, 20, 30, 61, 2, 1, 3, .239, .321, .338, .660, 92, 99, 2, 0, .291, 14, 7, 36, 1307, 4.257, .199, .016, .492, .099, .099, 0
2017, TEX, AL, 22, 70, 58, 8, 10, 2, 0, 0, 5, 9, 14, 1, 1, 1, .172, .294, .207, .501, 12, 23, 2, 0, .227, 2, 0, 7, 279, 3.986, .200, .000, .643, .034, .034, 0
2018, TEX, AL, 146, 594, 524, 82, 133, 35, 6, 20, 77, 54, 88, 10, 0, 12, .254, .335, .458, .793, 240, 249, 0, 4, .269, 61, 9, 84, 2340, 3.939, .148, .034, .614, .204, .204, 0
2019, OAK, AL, 139, 518, 459, 65, 100, 24, 2, 20, 67, 48, 75, 9, 1, 8, .218, .301, .410, .711, 188, 229, 0, 3, .218, 46, 12, 82, 2061, 3.979, .145, .039, .640, .192, .192, 0
2020, SD, NL, 43, 157, 138, 22, 33, 3, 0, 6, 19, 13, 22, 4, 1, 3, .239, .314, .391, .705, 54, 61, 1, 2, .241, 9, 1, 26, 651, 4.146, .140, .038, .591, .152, .152, 1
7 Seasons, 534, 1987, 1754, 244, 411, 83, 11, 58, 216, 180, 327, 28, 8, 32, .234, .315, .393, .709, 1987, 690, 785, 11, 10, .256, 152, 31, 273, 8047, 4.050, .165, .029, .550, .159, .159, 2
