Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, SD, NL, 3, 7, 6, 1, 1, 0, 0, 1, 1, 1, 3, 0, 0, 0, .167, .286, .667, .952, 4, 1, 0, 0, .000, 1, 0, 0, 25, 3.571, .429, .143, .333, .500, .500, 0
1 Season, 3, 7, 6, 1, 1, 0, 0, 1, 1, 1, 3, 0, 0, 0, .167, .286, .667, .952, 7, 4, 1, 0, 0, .000, 1, 0, 0, 25, 3.571, .429, .143, .333, .500, .500, 0
