Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2016, STL, NL, 10, 14, 13, 1, 2, 1, 0, 0, 1, 0, 2, 0, 0, 1, .154, .214, .231, .445, 3, 6, 0, 0, .182, 1, 0, 1, 44, 3.143, .143, .000, .---, .077, .077, 0
2017, STL, NL, 34, 75, 69, 5, 12, 3, 0, 0, 6, 5, 11, 0, 0, 1, .174, .240, .217, .457, 15, 27, 0, 0, .207, 3, 3, 9, 284, 3.787, .147, .000, .455, .043, .043, 0
2018, STL, NL, 19, 42, 35, 1, 4, 0, 0, 0, 3, 3, 7, 0, 0, 1, .114, .205, .114, .319, 4, 17, 3, 0, .143, 0, 0, 6, 157, 3.738, .167, .000, .429, .000, .000, 0
2019, ARI, NL, 111, 365, 314, 46, 77, 19, 0, 18, 47, 48, 79, 0, 0, 2, .245, .348, .478, .826, 150, 141, 0, 1, .271, 37, 11, 43, 1571, 4.304, .216, .049, .608, .232, .232, 1
2020, ARI, NL, 30, 93, 88, 5, 17, 2, 0, 3, 11, 5, 23, 0, 0, 0, .193, .237, .318, .555, 28, 34, 0, 0, .226, 5, 3, 12, 358, 3.849, .247, .032, .217, .125, .125, 0
5 Seasons, 203, 588, 518, 58, 112, 25, 0, 21, 68, 61, 122, 0, 0, 5, .216, .304, .386, .690, 588, 200, 225, 3, 1, .242, 46, 17, 71, 2408, 4.095, .207, .036, .500, .170, .170, 1
