Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, ARI, NL, 41, 157, 138, 17, 30, 7, 0, 2, 16, 18, 41, 4, 2, 1, .217, .312, .312, .624, 43, 67, 0, 0, .295, 9, 3, 18, 640, 4.076, .261, .013, .439, .094, .094, 0
2020, ARI, NL, 11, 42, 38, 7, 8, 0, 0, 0, 1, 3, 12, 1, 0, 0, .211, .262, .211, .472, 8, 16, 0, 1, .296, 0, 0, 10, 177, 4.214, .286, .000, .250, .000, .000, 0
2 Seasons, 51, 196, 173, 22, 37, 7, 0, 2, 17, 21, 53, 5, 2, 1, .214, .301, .289, .590, 196, 50, 82, 0, 1, .294, 9, 3, 27, 808, 4.122, .270, .010, .396, .075, .075, 0
