2020, ARI, NL, 1, 4, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, .000, .000, .000, .000, 4, 0, 3, 0, 0, .000, 0, 0, 0, 12, 3.000, .500, .000, .---, .000, .000, 0, 
1 Season, 1, 4, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, .000, .000, .000, .000, 4, 0, 3, 0, 0, .000, 0, 0, 0, 12, 3.000, .500, .000, .---, .000, .000, 0, 
