Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, ATL, NL, 2, 4, 4, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, .250, .250, .250, .500, 4, 1, 4, 0, 0, .500, 0, 0, 0, 15, 3.750, .500, .000, .---, .000, .000, 0
1 Season, 2, 4, 4, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, .250, .250, .250, .500, 4, 1, 4, 0, 0, .500, 0, 0, 0, 15, 3.750, .500, .000, .---, .000, .000, 0
