Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2013, MIA, NL, 70, 291, 275, 31, 73, 17, 4, 3, 32, 13, 57, 5, 1, 2, .265, .303, .389, .693, 291, 107, 115, 1, 0, .326, 24, 6, 49, 1104, 3.794, .196, .010, .228, .124, .124, 0
2014, MIA, NL, 153, 612, 565, 72, 152, 26, 5, 23, 85, 41, 164, 3, 1, 1, .269, .317, .455, .772, 612, 257, 261, 0, 5, .337, 54, 12, 80, 2388, 3.902, .268, .038, .250, .186, .186, 2
2015, MIA, NL, 123, 494, 459, 47, 119, 27, 0, 10, 44, 30, 110, 2, 3, 3, .259, .308, .383, .691, 494, 176, 165, 0, 2, .320, 37, 10, 63, 1832, 3.709, .223, .020, .273, .124, .124, 1
2016, MIA, NL, 148, 608, 557, 75, 148, 23, 6, 23, 76, 43, 115, 0, 3, 4, .266, .321, .452, .773, 608, 252, 245, 0, 4, .296, 52, 11, 80, 2225, 3.660, .189, .038, .374, .187, .187, 0
2017, MIA, NL, 159, 679, 613, 93, 191, 30, 2, 37, 124, 64, 144, 1, 3, 0, .312, .376, .548, .924, 679, 336, 258, 0, 2, .355, 69, 18, 112, 2560, 3.770, .212, .054, .444, .237, .237, 1
2018, STL, NL, 148, 628, 582, 69, 163, 16, 2, 23, 88, 38, 110, 3, 0, 3, .280, .325, .433, .758, 628, 252, 272, 0, 4, .309, 41, 10, 97, 2322, 3.697, .175, .037, .345, .153, .153, 1
2019, STL, NL, 130, 549, 485, 80, 117, 23, 1, 29, 89, 62, 114, 12, 2, 1, .241, .328, .472, .800, 549, 229, 253, 0, 1, .257, 53, 21, 91, 2260, 4.117, .208, .053, .544, .231, .231, 0
2020, ATL, NL, 45, 198, 171, 28, 55, 11, 0, 14, 41, 26, 46, 0, 0, 0, .322, .409, .632, 1.041, 198, 108, 89, 0, 1, .366, 25, 2, 23, 787, 3.975, .232, .071, .565, .310, .310, 0
8 Seasons, 975, 4052, 3701, 494, 1013, 172, 20, 161, 575, 316, 860, 26, 13, 14, .274, .332, .461, .793, 4052, 1708, 1655, 1, 19, .316, 353, 90, 593, 15456, 3.814, .212, .040, .367, .188, .188, 5
