Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, SD, NL, 56, 139, 123, 7, 20, 3, 1, 0, 7, 12, 30, 0, 0, 1, .163, .243, .203, .446, 139, 25, 51, 3, 0, .215, 4, 4, 20, 535, 3.849, .216, .000, .400, .041, .041, 0
2019, SD, NL, 7, 16, 14, 2, 3, 1, 0, 0, 0, 2, 6, 0, 0, 0, .214, .313, .286, .598, 16, 4, 6, 0, 0, .375, 1, 1, 3, 62, 3.875, .375, .000, .333, .071, .071, 0
2020, 2 Teams, 13, 33, 29, 2, 7, 2, 0, 0, 0, 3, 6, 0, 0, 0, .241, .313, .310, .623, 9, 11, 1, 0, .304, 119
2020, SD, NL, 7, 13, 11, 0, 3, 1, 0, 0, 0, 1, 2, 0, 0, 0, .273, .333, .364, .697, 13, 4, 3, 1, 0, .333, 1, 0, 3, 36, 2.769, .154, .000, .500, .091, .091, 0
2020, SEA, AL, 6, 20, 18, 2, 4, 1, 0, 0, 0, 2, 4, 0, 0, 0, .222, .300, .278, .578, 20, 5, 8, 0, 0, .286, 1, 0, 4, 83, 4.150, .200, .000, .500, .056, .056, 0
3 Seasons, 75, 188, 166, 11, 30, 6, 1, 0, 7, 17, 42, 0, 0, 1, .181, .261, .229, .490, 188, 38, 68, 4, 0, .242, 7, 5, 30, 716, 3.809, .223, .000, .405, .048, .048, 0
