Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, SEA, AL, 11, 27, 24, 1, 2, 0, 0, 0, 2, 2, 12, 0, 0, 0, .083, .154, .083, .237, 27, 2, 9, 1, 0, .167, 0, 1, 4, 114, 4.222, .444, .000, .167, .000, .000, 0
1 Season, 11, 27, 24, 1, 2, 0, 0, 0, 2, 2, 12, 0, 0, 0, .083, .154, .083, .237, 27, 2, 9, 1, 0, .167, 0, 1, 4, 114, 4.222, .444, .000, .167, .000, .000, 0
