Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, PHI, NL, 23, 87, 70, 8, 15, 4, 1, 0, 6, 16, 22, 1, 0, 0, .214, .356, .300, .656, 87, 21, 21, 0, 1, .306, 5, 1, 9, 407, 4.678, .253, .000, .727, .086, .086, 0
2018, PHI, NL, 49, 138, 117, 17, 25, 6, 3, 3, 12, 13, 37, 2, 0, 5, .214, .319, .393, .712, 138, 46, 47, 2, 0, .286, 12, 2, 13, 604, 4.377, .268, .022, .351, .179, .179, 0
2019, SEA, AL, 93, 396, 345, 43, 78, 21, 4, 7, 46, 43, 83, 5, 3, 2, .226, .313, .371, .684, 396, 128, 140, 3, 3, .275, 32, 4, 46, 1716, 4.333, .210, .018, .518, .145, .145, 2
2020, SEA, AL, 41, 180, 155, 27, 37, 6, 2, 2, 15, 22, 29, 5, 2, 2, .239, .339, .342, .681, 180, 53, 53, 0, 1, .280, 10, 3, 16, 741, 4.117, .161, .011, .759, .103, .103, 0
4 Seasons, 206, 801, 687, 95, 155, 37, 10, 12, 79, 94, 171, 13, 5, 9, .226, .325, .361, .686, 801, 248, 261, 5, 5, .281, 59, 10, 84, 3468, 4.330, .213, .015, .550, .135, .135, 2
