Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, LAA, AL, 8, 12, 12, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, .167, .167, .250, .417, 3, 3, 0, 0, .167, 1, 0, 0, 39, 3.250, .000, .000, .---, .083, .083, 0
2019, STL, NL, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, .000, .000, .000, .000, 0, 0, 0, 0, .---, 0, 0, 0, 7, 7.000, 1.000, .000, .---, .000, .000, 0
2020, SEA, AL, 9, 20, 17, 0, 3, 0, 0, 0, 0, 2, 5, 0, 0, 0, .176, .263, .176, .440, 3, 6, 1, 0, .250, 0, 0, 2, 77, 3.850, .250, .000, .400, .000, .000, 0
3 Seasons, 18, 33, 30, 0, 5, 1, 0, 0, 1, 2, 6, 0, 0, 0, .167, .219, .200, .419, 33, 6, 9, 1, 0, .208, 1, 0, 2, 123, 3.727, .182, .000, .333, .033, .033, 0
