Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, SEA, AL, 20, 72, 68, 5, 15, 2, 0, 4, 12, 4, 17, 0, 1, 0, .221, .264, .426, .690, 29, 38, 0, 0, .234, 6, 1, 11, 274, 3.806, .236, .056, .235, .206, .206, 0
1 Season, 19, 70, 66, 5, 15, 2, 0, 4, 12, 4, 16, 0, 1, 0, .227, .271, .439, .711, 70, 29, 37, 0, 0, .239, 6, 1, 11, 266, 3.800, .229, .057, .250, .212, .212, 0
