Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, SEA, AL, 38, 139, 126, 11, 23, 6, 0, 5, 20, 11, 52, 1, 1, 1, .183, .252, .349, .601, 139, 44, 58, 0, 1, .257, 11, 3, 20, 565, 4.065, .374, .036, .212, .167, .167, 0
1 Season, 37, 138, 125, 11, 23, 6, 0, 5, 20, 11, 52, 1, 1, 1, .184, .254, .352, .606, 138, 44, 58, 0, 1, .261, 11, 3, 20, 562, 4.072, .377, .036, .212, .168, .168, 0
