2020, SEA, AL, 10, 24, 21, 1, 2, 0, 0, 0, 2, 2, 12, 0, 0, 0, .095, .174, .095, .269, 
1 Season, 10, 24, 21, 1, 2, 0, 0, 0, 2, 2, 12, 0, 0, 0, .095, .174, .095, .269, 
2020, SEA, AL, 24, 2, 7, 1, 0, .222, 0, 1, 3, 104, 4.333, .500, .000, .167, .000, .000, 0, 
24, 2, 7, 1, 0, .222, 0, 1, 3, 104, 4.333, .500, .000, .167, .000, .000, 0, 
