Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, CIN, NL, 28, 64, 58, 8, 15, 2, 0, 3, 10, 4, 15, 4, 1, 1, .259, .317, .448, .766, 64, 26, 23, 1, 0, .300, 5, 1, 10, 242, 3.781, .234, .047, .267, .190, .190, 0
2018, CIN, NL, 78, 247, 218, 27, 55, 10, 1, 7, 31, 20, 60, 6, 1, 5, .252, .324, .404, .728, 247, 88, 114, 0, 4, .310, 18, 5, 36, 991, 4.012, .243, .028, .333, .151, .151, 1
2019, CIN, NL, 94, 260, 236, 30, 64, 11, 7, 7, 23, 18, 63, 4, 3, 4, .271, .331, .466, .797, 260, 110, 82, 0, 2, .339, 25, 4, 17, 1088, 4.185, .242, .027, .286, .195, .195, 1
2020, 2 Teams, 25, 59, 49, 5, 5, 1, 0, 0, 1, 9, 10, 1, 0, 1, .102, .254, .122, .377, 6, 24, 0, 0, .128, 267
2020, CIN, NL, 19, 42, 35, 5, 3, 0, 0, 0, 0, 6, 8, 1, 0, 1, .086, .238, .086, .324, 42, 3, 20, 0, 0, .111, 0, 1, 7, 195, 4.643, .190, .000, .750, .000, .000, 0
2020, SEA, AL, 6, 17, 14, 0, 2, 1, 0, 0, 1, 3, 2, 0, 0, 0, .143, .294, .214, .508, 17, 3, 4, 0, 0, .167, 1, 0, 2, 72, 4.235, .118, .000, 1.500, .071, .071, 0
4 Seasons, 224, 628, 560, 70, 139, 24, 8, 17, 65, 50, 148, 15, 5, 11, .248, .319, .411, .730, 628, 230, 242, 1, 6, .304, 49, 11, 72, 2581, 4.110, .236, .027, .338, .162, .162, 2
