Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, SEA, AL, 79, 267, 238, 37, 64, 12, 1, 10, 31, 23, 63, 1, 0, 4, .269, .342, .454, .796, 108, 88, 1, 1, .325, 23, 8, 38, 1049, 3.929, .236, .037, .365, .185, .185, 0
2020, 2 Teams, 37, 143, 127, 19, 38, 8, 1, 7, 26, 12, 25, 0, 0, 3, .299, .371, .543, .914, 54, 0, 1, .323, 558
2020, SD, NL, 8, 33, 29, 4, 8, 3, 0, 2, 7, 3, 8, 0, 0, 1, .276, .364, .586, .950, 17, 8, 0, 0, .316, 5, 1, 3, 132, 4.000, .242, .061, .375, .310, .310, 0
2020, SEA, AL, 29, 110, 98, 15, 30, 5, 1, 5, 19, 9, 17, 0, 0, 2, .306, .373, .531, .903, 52, 46, 0, 1, .325, 11, 1, 12, 426, 3.873, .155, .045, .529, .224, .224, 0
2 Seasons, 116, 410, 365, 56, 102, 20, 2, 17, 57, 35, 88, 1, 0, 7, .279, .352, .485, .837, 410, 177, 142, 1, 2, .324, 39, 10, 53, 1607, 3.920, .215, .041, .398, .205, .205, 0
