2020, NYM, NL, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 
1 Season, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 
2020, NYM, NL, 1, 0, 2, 0, 0, .000, 0, 1, 1, 1, 1.000, .000, .000, .---, .000, .000, 0, 
1, 0, 2, 0, 0, .000, 0, 1, 1, 1, 1.000, .000, .000, .---, .000, .000, 0, 
