2017, NYM, NL, 5, 10, 10, 0, 3, 1, 0, 0, 3, 0, 2, 0, 0, 0, .300, .300, .400, .700, 10, 4, 7, 0, 0, .375, 1, 0, 1, 32, 3.200, .200, .000, .---, .100, .100, 0, 
2018, NYM, NL, 34, 90, 84, 10, 14, 3, 0, 1, 9, 4, 27, 0, 0, 0, .167, .200, .238, .438, 90, 20, 38, 0, 2, .224, 4, 4, 12, 318, 3.533, .300, .011, .148, .071, .071, 0, 
2019, NYM, NL, 50, 144, 136, 9, 26, 5, 0, 4, 14, 7, 37, 0, 0, 0, .191, .231, .316, .547, 144, 43, 68, 1, 0, .232, 9, 4, 19, 476, 3.306, .257, .028, .189, .125, .125, 1, 
2020, NYM, NL, 7, 26, 24, 4, 7, 1, 0, 2, 6, 2, 6, 0, 0, 0, .292, .346, .583, .930, 26, 14, 15, 0, 0, .313, 3, 2, 6, 91, 3.500, .231, .077, .333, .292, .292, 0, 
4 Seasons, 96, 270, 254, 23, 50, 10, 0, 7, 32, 13, 72, 0, 0, 0, .197, .234, .319, .553, 270, 81, 128, 1, 2, .243, 17, 10, 38, 917, 3.396, .267, .026, .181, .122, .122, 1, 
