2013, NYM, NL, 121, 421, 392, 35, 95, 21, 5, 4, 34, 20, 96, 6, 3, 2, .242, .281, .352, .633, 421, 138, 165, 5, 2, .310, 30, 6, 63, 1656, 3.933, .228, .010, .208, .110, .110, 0, 
2014, NYM, NL, 116, 452, 416, 46, 117, 24, 3, 4, 47, 20, 87, 13, 4, 7, .281, .321, .382, .703, 452, 159, 162, 3, 6, .341, 31, 6, 67, 1697, 3.754, .192, .009, .230, .101, .101, 0, 
2015, NYM, NL, 143, 465, 441, 47, 114, 16, 5, 6, 41, 16, 87, 7, 3, 4, .259, .289, .358, .647, 465, 158, 141, 1, 3, .308, 27, 6, 63, 1811, 3.895, .187, .013, .184, .100, .100, 0, 
2016, NYM, NL, 79, 160, 142, 15, 34, 7, 2, 3, 9, 11, 27, 4, 2, 2, .239, .301, .380, .682, 160, 54, 58, 4, 1, .274, 12, 4, 25, 644, 4.025, .169, .019, .407, .141, .141, 0, 
2017, NYM, NL, 94, 272, 252, 37, 63, 16, 2, 3, 15, 14, 56, 7, 3, 3, .250, .296, .365, .661, 272, 92, 119, 2, 1, .309, 21, 6, 36, 1033, 3.798, .206, .011, .250, .115, .115, 0, 
2018, NYM, NL, 30, 64, 59, 9, 20, 1, 1, 0, 6, 3, 9, 3, 1, 1, .339, .375, .390, .765, 64, 23, 13, 0, 1, .392, 2, 2, 8, 213, 3.328, .141, .000, .333, .051, .051, 0, 
2019, NYM, NL, 133, 285, 258, 38, 55, 12, 1, 5, 27, 22, 75, 4, 1, 2, .213, .279, .326, .605, 285, 84, 106, 2, 1, .279, 18, 8, 29, 1093, 3.835, .263, .018, .293, .112, .112, 0, 
2020, NYM, NL, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 0, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0, 
8 Seasons, 718, 2119, 1960, 227, 498, 97, 19, 25, 179, 106, 437, 44, 17, 21, .254, .297, .361, .659, 2119, 708, 764, 17, 15, .313, 141, 38, 291, 8147, 3.845, .206, .012, .243, .107, .107, 0, 
