2020, NYM, NL, 29, 72, 67, 11, 17, 1, 2, 1, 4, 4, 13, 6, 0, 1, .254, .306, .373, .679, 
1 Season, 29, 72, 67, 11, 17, 1, 2, 1, 4, 4, 13, 6, 0, 1, .254, .306, .373, .679, 
2020, NYM, NL, 72, 25, 38, 0, 0, .302, 4, 0, 8, 275, 3.819, .181, .014, .308, .119, .119, 0, 
72, 25, 38, 0, 0, .302, 4, 0, 8, 275, 3.819, .181, .014, .308, .119, .119, 0, 
