Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, HOU, AL, 24, 68, 62, 8, 14, 4, 0, 4, 7, 4, 20, 1, 1, 1, .226, .279, .484, .763, 30, 28, 0, 1, .256, 8, 3, 9, 238, 3.500, .294, .059, .200, .258, .258, 0
2018, HOU, AL, 42, 113, 103, 9, 18, 2, 0, 1, 5, 10, 29, 0, 0, 0, .175, .248, .223, .471, 23, 57, 0, 0, .233, 3, 3, 14, 424, 3.752, .257, .009, .345, .049, .049, 0
2019, NYM, NL, 140, 453, 410, 65, 126, 22, 1, 22, 57, 38, 97, 3, 0, 3, .307, .369, .527, .896, 216, 185, 0, 2, .355, 45, 14, 67, 1803, 3.980, .214, .049, .392, .220, .220, 1
2020, NYM, NL, 42, 172, 144, 22, 39, 6, 0, 5, 15, 20, 38, 0, 0, 7, .271, .384, .417, .800, 60, 66, 0, 1, .333, 11, 6, 27, 714, 4.151, .221, .029, .526, .146, .146, 0
4 Seasons, 248, 806, 719, 104, 197, 34, 1, 32, 84, 72, 184, 4, 1, 11, .274, .347, .458, .805, 806, 329, 336, 0, 4, .325, 67, 26, 117, 3179, 3.944, .228, .040, .391, .184, .184, 1
