2016, STL, NL, 12, 18, 16, 4, 7, 1, 0, 0, 1, 2, 1, 0, 0, 0, .438, .500, .500, 1.000, 
2017, STL, NL, 106, 307, 272, 47, 84, 13, 1, 14, 46, 32, 60, 4, 0, 0, .309, .379, .518, .897, 
2018, STL, NL, 152, 590, 534, 64, 163, 30, 0, 17, 83, 49, 104, 0, 3, 2, .305, .364, .457, .821, 
2019, STL, NL, 128, 373, 334, 45, 90, 13, 2, 10, 42, 35, 82, 3, 0, 2, .269, .340, .410, .751, 
2020, 2 Teams, 26, 84, 75, 10, 16, 4, 0, 2, 10, 9, 20, 0, 0, 0, .213, .298, .347, .644, 
2020, CHC, NL, 2, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 
2020, TB, AL, 24, 76, 67, 10, 16, 4, 0, 2, 10, 9, 20, 0, 0, 0, .239, .329, .388, .717, 
5 Seasons, 424, 1372, 1231, 170, 360, 61, 3, 43, 182, 127, 267, 7, 3, 4, .292, .359, .452, .810, 
2016, STL, NL, 18, 8, 4, 0, 0, .467, 1, 0, 1, 73, 4.056, .056, .000, 2.000, .063, .063, 0, 
2017, STL, NL, 307, 141, 111, 1, 2, .350, 28, 9, 52, 1242, 4.046, .195, .046, .533, .210, .210, 0, 
2018, STL, NL, 590, 244, 233, 2, 3, .351, 47, 15, 96, 2358, 3.997, .176, .029, .471, .152, .152, 1, 
2019, STL, NL, 373, 137, 130, 0, 2, .328, 25, 14, 59, 1567, 4.201, .220, .027, .427, .141, .141, 0, 
2020, 2 Teams, 84, 26, 36, 0, 0, .264, 331, 
2020, CHC, NL, 8, 0, 7, 0, 0, .000, 0, 1, 3, 37, 4.625, .000, .000, .---, .000, .000, 0, 
2020, TB, AL, 76, 26, 29, 0, 0, .311, 6, 5, 13, 294, 3.868, .263, .026, .450, .149, .149, 0, 
1372, 556, 514, 3, 7, .342, 107, 44, 224, 5571, 4.060, .195, .031, .476, .159, .159, 1, 
