Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, CHC, NL, 115, 413, 364, 62, 92, 17, 3, 24, 68, 39, 129, 8, 4, 4, .253, .328, .514, .842, 413, 187, 180, 2, 4, .316, 44, 12, 51, 1618, 3.918, .312, .058, .302, .261, .261, 0
2018, CHC, NL, 142, 462, 387, 56, 90, 19, 2, 15, 44, 70, 167, 8, 4, 3, .233, .353, .408, .761, 462, 158, 145, 0, 2, .362, 36, 6, 45, 1917, 4.149, .361, .032, .419, .176, .176, 0
2019, CHC, NL, 58, 156, 140, 25, 37, 7, 1, 11, 30, 15, 39, 2, 0, 0, .264, .333, .564, .898, 156, 79, 58, 0, 1, .286, 19, 1, 19, 634, 4.064, .250, .071, .385, .300, .300, 0
2020, CHC, NL, 45, 180, 152, 23, 43, 10, 1, 12, 26, 26, 50, 1, 1, 1, .283, .391, .599, .990, 180, 91, 54, 1, 0, .344, 23, 1, 16, 756, 4.200, .278, .067, .520, .316, .316, 0
4 Seasons, 359, 1207, 1039, 166, 261, 53, 7, 62, 168, 150, 384, 19, 9, 8, .251, .348, .495, .843, 1207, 514, 437, 3, 7, .332, 122, 20, 131, 4911, 4.069, .318, .051, .391, .244, .244, 0
