Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2014, CHC, NL, 52, 229, 213, 25, 36, 6, 0, 9, 20, 15, 95, 5, 1, 1, .169, .227, .324, .551, 229, 69, 97, 0, 0, .248, 15, 5, 29, 939, 4.100, .415, .039, .158, .155, .155, 0
2015, CHC, NL, 28, 80, 76, 4, 22, 6, 0, 1, 4, 4, 24, 1, 2, 0, .289, .325, .408, .733, 80, 31, 43, 0, 0, .412, 7, 0, 13, 311, 3.888, .300, .013, .167, .118, .118, 0
2016, CHC, NL, 142, 450, 421, 50, 115, 19, 1, 14, 59, 15, 108, 12, 3, 11, .273, .314, .423, .737, 450, 178, 208, 1, 2, .336, 34, 8, 75, 1683, 3.740, .240, .031, .139, .150, .150, 1
2017, CHC, NL, 145, 508, 469, 75, 128, 24, 2, 23, 75, 30, 144, 10, 3, 1, .273, .317, .480, .796, 508, 225, 197, 6, 2, .345, 49, 10, 80, 1845, 3.632, .283, .045, .208, .207, .207, 1
2018, CHC, NL, 160, 645, 606, 101, 176, 40, 9, 34, 111, 29, 167, 21, 9, 5, .290, .326, .554, .881, 645, 336, 285, 1, 4, .347, 83, 10, 102, 2245, 3.481, .259, .053, .174, .264, .264, 0
2019, CHC, NL, 138, 561, 531, 89, 149, 38, 4, 29, 85, 28, 156, 11, 7, 0, .281, .316, .531, .847, 561, 282, 206, 0, 2, .345, 71, 16, 84, 2002, 3.569, .278, .052, .179, .250, .250, 1
2020, CHC, NL, 45, 179, 168, 20, 33, 7, 1, 6, 19, 7, 60, 1, 0, 2, .196, .235, .357, .592, 179, 60, 83, 0, 2, .260, 14, 6, 28, 726, 4.056, .335, .034, .117, .161, .161, 1
7 Seasons, 709, 2652, 2484, 364, 659, 140, 17, 116, 373, 128, 754, 61, 25, 20, .265, .305, .475, .781, 2652, 1181, 1119, 8, 12, .334, 273, 55, 411, 9751, 3.677, .284, .044, .170, .210, .210, 4
