2017, CHC, NL, 31, 66, 59, 6, 15, 3, 0, 1, 2, 4, 13, 0, 0, 3, .254, .333, .356, .689, 
2018, CHC, NL, 76, 200, 181, 21, 42, 7, 0, 2, 21, 12, 42, 0, 0, 4, .232, .293, .304, .597, 
2019, CHC, NL, 95, 279, 244, 31, 65, 11, 0, 11, 34, 29, 59, 1, 0, 3, .266, .348, .447, .794, 
2020, CHC, NL, 26, 81, 72, 4, 18, 5, 0, 0, 9, 6, 22, 0, 0, 3, .250, .333, .319, .653, 
4 Seasons, 228, 626, 556, 62, 140, 26, 0, 14, 66, 51, 136, 1, 0, 13, .252, .327, .374, .701, 
2017, CHC, NL, 66, 21, 32, 0, 0, .311, 4, 3, 8, 272, 4.121, .197, .015, .308, .102, .102, 0, 
2018, CHC, NL, 200, 55, 85, 2, 1, .290, 9, 5, 22, 794, 3.970, .210, .010, .286, .072, .072, 0, 
2019, CHC, NL, 279, 109, 106, 0, 3, .305, 22, 6, 27, 1110, 3.978, .211, .039, .492, .180, .180, 0, 
2020, CHC, NL, 81, 23, 32, 0, 0, .360, 5, 2, 9, 324, 4.000, .272, .000, .273, .069, .069, 0, 
626, 208, 255, 2, 4, .307, 40, 16, 66, 2500, 3.994, .217, .022, .375, .122, .122, 0, 
