2014, CHC, NL, 13, 30, 24, 1, 3, 0, 0, 0, 1, 3, 11, 0, 0, 0, .125, .222, .125, .347, 
2015, CHC, NL, 30, 64, 60, 2, 3, 1, 0, 0, 1, 1, 24, 0, 0, 0, .050, .066, .067, .132, 
2016, CHC, NL, 30, 68, 58, 1, 8, 0, 0, 0, 2, 1, 29, 0, 0, 1, .138, .167, .138, .305, 
2017, CHC, NL, 24, 51, 50, 3, 5, 1, 0, 0, 5, 0, 28, 0, 0, 0, .100, .100, .120, .220, 
2018, CHC, NL, 31, 66, 60, 1, 4, 1, 0, 0, 1, 2, 31, 0, 0, 0, .067, .097, .083, .180, 
2019, CHC, NL, 29, 64, 54, 1, 8, 1, 0, 0, 5, 2, 29, 0, 0, 1, .148, .193, .167, .360, 
2020, CHC, NL, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 
7 Seasons, 158, 343, 306, 9, 31, 4, 0, 0, 15, 9, 152, 0, 0, 2, .101, .132, .114, .247, 
2014, CHC, NL, 30, 3, 12, 3, 0, .231, 0, 0, 4, 115, 3.833, .367, .000, .273, .000, .000, 0, 
2015, CHC, NL, 64, 4, 42, 3, 0, .083, 1, 2, 9, 212, 3.313, .375, .000, .042, .017, .017, 0, 
2016, CHC, NL, 68, 8, 30, 8, 0, .276, 0, 0, 13, 230, 3.382, .426, .000, .034, .000, .000, 0, 
2017, CHC, NL, 51, 6, 33, 1, 0, .227, 1, 0, 4, 179, 3.510, .549, .000, .---, .020, .020, 0, 
2018, CHC, NL, 66, 5, 27, 4, 0, .138, 1, 0, 4, 238, 3.606, .470, .000, .065, .017, .017, 0, 
2019, CHC, NL, 64, 9, 30, 7, 0, .320, 1, 1, 12, 217, 3.391, .453, .000, .069, .019, .019, 0, 
2020, CHC, NL, 0, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0, 
343, 35, 174, 26, 0, .201, 4, 3, 46, 1191, 3.472, .443, .000, .059, .013, .013, 0, 
