2019, MIN, AL, 12, 17, 17, 2, 3, 1, 0, 0, 1, 0, 3, 0, 0, 0, .176, .176, .235, .412, 
2020, CHC, NL, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .000, .000, .000, .000, 
2 Seasons, 13, 17, 17, 2, 3, 1, 0, 0, 1, 0, 3, 0, 0, 0, .176, .176, .235, .412, 
2019, MIN, AL, 17, 4, 7, 0, 0, .214, 1, 0, 3, 74, 4.353, .176, .000, .---, .059, .059, 0, 
2020, CHC, NL, 0, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0, 
17, 4, 7, 0, 0, .214, 1, 0, 3, 74, 4.353, .176, .000, .---, .059, .059, 0, 
