Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2015, CHC, NL, 69, 273, 232, 52, 57, 6, 1, 16, 43, 36, 77, 3, 3, 4, .246, .355, .487, .842, 273, 113, 107, 0, 1, .293, 23, 4, 43, 1163, 4.260, .282, .059, .468, .241, .241, 0
2016, CHC, NL, 2, 5, 4, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, .000, .200, .000, .200, 5, 0, 4, 0, 0, .000, 0, 0, 1, 28, 5.600, .400, .000, .500, .000, .000, 0
2017, CHC, NL, 129, 486, 422, 67, 89, 16, 1, 30, 59, 59, 150, 1, 1, 5, .211, .315, .467, .782, 486, 197, 176, 0, 0, .244, 47, 6, 45, 2110, 4.342, .309, .062, .393, .256, .256, 0
2018, CHC, NL, 137, 510, 428, 64, 102, 14, 3, 26, 61, 78, 140, 4, 3, 1, .238, .356, .467, .823, 510, 200, 204, 1, 2, .288, 43, 6, 60, 2139, 4.194, .275, .051, .557, .229, .229, 0
2019, CHC, NL, 155, 610, 529, 82, 132, 29, 3, 38, 92, 70, 156, 2, 3, 5, .250, .339, .531, .870, 610, 281, 191, 0, 6, .276, 70, 6, 61, 2539, 4.162, .256, .062, .449, .282, .282, 1
2020, CHC, NL, 44, 167, 144, 24, 30, 4, 0, 10, 21, 21, 52, 1, 0, 2, .208, .317, .444, .762, 167, 64, 73, 0, 0, .244, 14, 3, 16, 724, 4.335, .311, .060, .404, .236, .236, 0
6 Seasons, 536, 2051, 1759, 289, 410, 69, 8, 120, 276, 265, 577, 11, 10, 17, .233, .338, .486, .824, 2051, 855, 755, 1, 9, .271, 197, 25, 226, 8703, 4.243, .281, .059, .459, .253, .253, 1
