Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, STL, NL, 21, 17, 17, 3, 2, 1, 0, 0, 1, 0, 7, 0, 0, 0, .118, .118, .176, .294, 17, 3, 6, 0, 0, .200, 1, 0, 1, 73, 4.294, .412, .000, .---, .059, .059, 0
2020, TEX, AL, 3, 7, 6, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, .000, .143, .000, .143, 7, 0, 4, 0, 0, .000, 0, 0, 1, 33, 4.714, .571, .000, .250, .000, .000, 0
2 Seasons, 24, 24, 23, 3, 2, 1, 0, 0, 1, 1, 11, 0, 0, 0, .087, .125, .130, .255, 24, 3, 10, 0, 0, .167, 1, 0, 2, 106, 4.417, .458, .000, .091, .043, .043, 0
