Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, TEX, AL, 3, 8, 8, 0, 2, 0, 0, 0, 3, 0, 1, 0, 0, 0, .250, .250, .250, .500, 2, 2, 0, 0, .286, 0, 1, 2, 36, 4.500, .125, .000, .---, .000, .000, 1
2019, TEX, AL, 40, 126, 120, 18, 31, 9, 0, 2, 13, 3, 27, 0, 0, 0, .258, .272, .383, .655, 46, 48, 1, 2, .312, 11, 6, 20, 479, 3.802, .214, .016, .111, .125, .125, 0
2020, TEX, AL, 24, 83, 76, 10, 19, 8, 0, 2, 9, 3, 15, 0, 0, 1, .250, .280, .434, .715, 33, 33, 1, 2, .279, 10, 1, 19, 310, 3.735, .181, .024, .200, .184, .184, 0
3 Seasons, 67, 217, 204, 28, 52, 17, 0, 4, 25, 6, 43, 0, 0, 1, .255, .274, .397, .671, 217, 81, 83, 2, 4, .298, 21, 8, 41, 825, 3.802, .198, .018, .140, .142, .142, 1
