2020, TEX, AL, 6, 17, 17, 2, 4, 0, 0, 2, 4, 0, 5, 2, 0, 0, .235, .235, .588, .824, 17, 10, 9, 0, 0, .200, 2, 0, 3, 48, 2.824, .294, .118, .---, .353, .353, 0, 
1 Season, 6, 17, 17, 2, 4, 0, 0, 2, 4, 0, 5, 2, 0, 0, .235, .235, .588, .824, 17, 10, 9, 0, 0, .200, 2, 0, 3, 48, 2.824, .294, .118, .---, .353, .353, 0, 
