Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, TEX, AL, 25, 85, 75, 8, 16, 6, 0, 2, 7, 9, 20, 1, 2, 1, .213, .306, .373, .679, 28, 37, 0, 0, .264, 8, 3, 11, 349, 4.106, .235, .024, .450, .160, .160, 0
2020, TEX, AL, 24, 54, 52, 6, 8, 3, 0, 1, 7, 2, 11, 3, 0, 0, .154, .185, .269, .454, 14, 24, 0, 0, .175, 4, 1, 7, 191, 3.537, .204, .019, .182, .115, .115, 0
2 Seasons, 49, 139, 127, 14, 24, 9, 0, 3, 14, 11, 31, 4, 2, 1, .189, .259, .331, .590, 139, 42, 61, 0, 0, .226, 12, 4, 18, 540, 3.885, .223, .022, .355, .142, .142, 0
