2016, SEA, AL, 8, 13, 12, 0, 1, 0, 0, 0, 0, 1, 6, 0, 0, 0, .083, .154, .083, .237, 2, 5, 4, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, .000, .200, .000, .200, 
2017, SEA, AL, 16, 31, 28, 0, 6, 1, 0, 0, 2, 3, 9, 0, 0, 0, .214, .290, .250, .540, 3, 11, 9, 0, 4, 1, 0, 0, 1, 2, 2, 0, 0, 0, .444, .545, .556, 1.101, 
2018, SEA, AL, 37, 102, 87, 9, 18, 2, 0, 4, 13, 13, 26, 0, 0, 2, .207, .324, .368, .691, 655, 85, 130, 22, 0, 36, 96, 123, 207, 0, 0, 4, .198, .328, .397, .725, 
2019, SEA, AL, 144, 558, 462, 73, 96, 17, 0, 30, 76, 92, 149, 0, 0, 2, .208, .341, .439, .780, 13, 1, 3, 0, 0, .167, 0, 0, 2, 48, 3.692, .462, .000, .167, .000, .000, 0, 
2020, 3 Teams, 23, 80, 66, 3, 9, 2, 0, 2, 5, 14, 17, 0, 0, 0, .136, .288, .258, .545, 31, 7, 14, 0, 0, .316, 1, 2, 7, 149, 4.806, .290, .000, .333, .036, .036, 0, 
2020, SEA, AL, 18, 64, 53, 3, 5, 1, 0, 2, 4, 11, 13, 0, 0, 0, .094, .250, .226, .476, 102, 32, 44, 0, 0, .246, 6, 4, 13, 424, 4.157, .255, .039, .500, .161, .161, 0, 
