2016, HOU, AL, 41, 112, 100, 15, 23, 7, 0, 4, 11, 11, 28, 0, 2, 0, .230, .304, .420, .724, 
2017, 2 Teams, 27, 95, 88, 16, 23, 6, 0, 8, 20, 6, 36, 0, 1, 0, .261, .305, .602, .908, 
2017, HOU, AL, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, .---, .---, .---, .000, 
2017, TOR, AL, 26, 95, 88, 16, 23, 6, 0, 8, 20, 6, 36, 0, 1, 0, .261, .305, .602, .908, 
2018, TOR, AL, 134, 523, 476, 67, 114, 29, 7, 22, 57, 41, 163, 5, 5, 3, .239, .302, .468, .771, 
2019, TOR, AL, 125, 464, 417, 58, 96, 19, 2, 26, 65, 45, 153, 6, 3, 1, .230, .306, .472, .778, 
2020, TOR, AL, 26, 104, 98, 15, 29, 5, 0, 10, 18, 5, 31, 2, 1, 0, .296, .327, .653, .980, 
5 Seasons, 352, 1296, 1178, 170, 284, 66, 9, 69, 170, 107, 411, 13, 12, 4, .241, .305, .488, .793, 
2016, HOU, AL, 112, 42, 46, 0, 1, .275, 11, 5, 12, 469, 4.188, .250, .036, .393, .190, .190, 0, 
2017, 2 Teams, 95, 53, 41, 0, 1, .333, 14, 0, 14, 429, 4.516, .379, .084, .167, .341, .341, 0, 
2017, HOU, AL, 0, 0, 0, 0, 0, .---, 0, 0, 0, 0, -.--, .---, .---, .---, 0, 
2017, TOR, AL, 95, 53, 41, 0, 1, .333, 14, 0, 14, 429, 4.516, .379, .084, .167, .341, .341, 0, 
2018, TOR, AL, 523, 223, 197, 0, 3, .313, 58, 14, 65, 2109, 4.033, .312, .042, .252, .229, .229, 0, 
2019, TOR, AL, 464, 197, 176, 0, 1, .293, 47, 8, 64, 1923, 4.144, .330, .056, .294, .242, .242, 1, 
2020, TOR, AL, 104, 64, 45, 0, 1, .328, 15, 2, 12, 396, 3.808, .298, .096, .161, .357, .357, 0, 
1296, 575, 505, 0, 7, .305, 144, 29, 167, 5319, 4.104, .317, .053, .260, .247, .247, 1, 
