2019, TOR, AL, 46, 212, 196, 32, 61, 18, 0, 11, 21, 14, 50, 4, 4, 1, .311, .358, .571, .930, 
2020, TOR, AL, 14, 64, 61, 11, 22, 4, 0, 5, 13, 3, 11, 4, 0, 0, .361, .391, .672, 1.063, 
2 Seasons, 60, 276, 257, 43, 83, 22, 0, 16, 34, 17, 61, 8, 4, 1, .323, .366, .595, .961, 
2019, TOR, AL, 212, 112, 63, 0, 1, .368, 29, 2, 16, 889, 4.193, .236, .052, .280, .260, .260, 1, 
2020, TOR, AL, 64, 41, 17, 0, 0, .378, 9, 0, 7, 240, 3.750, .172, .078, .273, .311, .311, 0, 
276, 153, 80, 0, 1, .370, 38, 2, 23, 1129, 4.091, .221, .058, .279, .272, .272, 1, 
