Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, HOU, AL, 53, 166, 146, 21, 31, 4, 1, 5, 17, 17, 54, 3, 3, 3, .212, .307, .356, .663, 166, 52, 58, 0, 0, .299, 10, 1, 10, 668, 4.024, .325, .030, .315, .144, .144, 0
2018, HOU, AL, 42, 86, 79, 13, 13, 2, 2, 4, 11, 5, 42, 2, 0, 0, .165, .209, .392, .602, 86, 31, 47, 0, 2, .257, 8, 0, 12, 337, 3.919, .488, .047, .119, .228, .228, 0
2019, 2 Teams, 57, 167, 146, 23, 27, 4, 1, 7, 17, 21, 57, 5, 1, 0, .185, .287, .370, .657, 54, 68, 0, 0, .244, 670
2019, HOU, AL, 17, 60, 53, 9, 12, 2, 1, 1, 5, 7, 14, 4, 1, 0, .226, .317, .358, .675, 60, 19, 18, 0, 0, .289, 4, 0, 4, 228, 3.800, .233, .017, .500, .132, .132, 0
2019, TOR, AL, 40, 107, 93, 14, 15, 2, 0, 6, 12, 14, 43, 1, 0, 0, .161, .271, .376, .647, 107, 35, 50, 0, 0, .205, 8, 3, 14, 442, 4.131, .402, .056, .326, .215, .215, 0
2020, TOR, AL, 15, 35, 27, 4, 7, 2, 1, 1, 6, 7, 10, 0, 1, 0, .259, .400, .519, .918, 35, 14, 11, 0, 1, .353, 4, 0, 3, 161, 4.600, .286, .029, .700, .259, .259, 0
4 Seasons, 167, 454, 398, 61, 78, 12, 5, 17, 51, 50, 163, 10, 5, 3, .196, .289, .379, .668, 454, 151, 184, 0, 3, .276, 34, 4, 43, 1836, 4.044, .359, .037, .307, .183, .183, 0
