2020, CWS, AL, 5, 18, 17, 2, 5, 0, 0, 0, 1, 1, 2, 0, 0, 0, .294, .333, .294, .628, 
1 Season, 5, 18, 17, 2, 5, 0, 0, 0, 1, 1, 2, 0, 0, 0, .294, .333, .294, .627, 
2020, CWS, AL, 18, 5, 9, 0, 0, .333, 0, 2, 4, 54, 3.000, .111, .000, .500, .000, .000, 0, 
18, 5, 9, 0, 0, .333, 0, 2, 4, 54, 3.000, .111, .000, .500, .000, .000, 0, 
