Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2016, TEX, AL, 145, 568, 516, 59, 137, 13, 3, 20, 64, 39, 112, 0, 2, 6, .266, .320, .419, .739, 568, 216, 204, 0, 7, .299, 36, 12, 89, 2258, 3.975, .197, .035, .348, .153, .153, 0
2017, TEX, AL, 148, 616, 554, 64, 140, 30, 2, 20, 101, 55, 127, 2, 2, 4, .253, .323, .422, .745, 616, 234, 230, 0, 3, .293, 52, 12, 97, 2445, 3.969, .206, .032, .433, .170, .170, 0
2018, TEX, AL, 128, 536, 489, 61, 126, 25, 1, 20, 77, 40, 116, 1, 0, 4, .258, .317, .436, .753, 536, 213, 231, 0, 3, .298, 46, 13, 71, 2187, 4.080, .216, .037, .345, .178, .178, 1
2019, TEX, AL, 116, 469, 429, 69, 115, 27, 1, 19, 66, 28, 108, 4, 1, 6, .268, .318, .469, .786, 469, 201, 181, 0, 6, .312, 47, 5, 56, 1912, 4.077, .230, .041, .259, .200, .200, 1
2020, CWS, AL, 29, 104, 93, 10, 22, 4, 0, 0, 8, 8, 33, 0, 0, 3, .237, .317, .280, .597, 104, 26, 30, 0, 0, .367, 4, 0, 8, 425, 4.087, .317, .000, .242, .043, .043, 0
5 Seasons, 565, 2290, 2079, 262, 540, 99, 7, 79, 316, 169, 494, 7, 5, 23, .260, .320, .428, .748, 2290, 890, 876, 0, 19, .302, 185, 42, 321, 9213, 4.023, .216, .034, .342, .168, .168, 2
