Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, LAA, AL, 31, 62, 57, 7, 12, 4, 0, 1, 1, 3, 17, 0, 1, 2, .211, .274, .333, .608, 19, 20, 0, 0, .282, 5, 0, 4, 252, 4.065, .274, .016, .176, .123, .123, 0
2019, LAA, AL, 18, 46, 36, 7, 5, 1, 1, 0, 3, 5, 19, 2, 0, 4, .139, .304, .222, .527, 8, 16, 0, 1, .278, 2, 1, 3, 215, 4.674, .413, .000, .263, .083, .083, 0
2020, LAA, AL, 7, 10, 8, 0, 2, 0, 0, 0, 2, 1, 1, 1, 0, 0, .250, .300, .250, .550, 2, 6, 0, 1, .250, 0, 0, 2, 29, 2.900, .100, .000, 1.000, .000, .000, 1
3 Seasons, 56, 118, 101, 14, 19, 5, 1, 1, 6, 9, 37, 3, 1, 6, .188, .288, .287, .575, 118, 29, 42, 0, 2, .277, 7, 1, 9, 496, 4.203, .314, .008, .243, .099, .099, 1
