2019, LAA, AL, 31, 87, 79, 6, 16, 5, 1, 1, 5, 6, 35, 0, 0, 2, .203, .276, .329, .605, 
2020, LAA, AL, 11, 14, 14, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, .071, .071, .143, .214, 
2 Seasons, 42, 101, 93, 8, 17, 6, 1, 1, 5, 6, 37, 0, 0, 2, .183, .248, .301, .549, 
2019, LAA, AL, 87, 26, 20, 0, 0, .349, 7, 0, 5, 368, 4.230, .402, .011, .171, .127, .127, 1, 
2020, LAA, AL, 14, 2, 8, 0, 0, .083, 1, 0, 1, 51, 3.643, .143, .000, .---, .071, .071, 0, 
101, 28, 28, 0, 0, .291, 8, 0, 6, 419, 4.149, .366, .010, .162, .118, .118, 1, 
