Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, LAA, AL, 53, 164, 147, 17, 31, 7, 0, 8, 23, 17, 52, 0, 0, 0, .211, .293, .422, .714, 164, 62, 76, 0, 0, .264, 15, 4, 17, 711, 4.335, .317, .049, .327, .211, .211, 1
2020, LAA, AL, 8, 25, 21, 3, 3, 0, 0, 1, 1, 4, 8, 0, 0, 0, .143, .280, .286, .566, 25, 6, 11, 0, 0, .167, 1, 1, 2, 110, 4.400, .320, .040, .500, .143, .143, 0
2 Seasons, 61, 189, 168, 20, 34, 7, 0, 9, 24, 21, 60, 0, 0, 0, .202, .291, .405, .696, 189, 68, 87, 0, 0, .253, 16, 5, 19, 821, 4.344, .317, .048, .350, .202, .202, 1
