2017, OAK, AL, 25, 76, 71, 10, 14, 1, 2, 2, 6, 5, 33, 2, 0, 0, .197, .250, .352, .602, 76, 25, 36, 0, 0, .333, 5, 1, 11, 302, 3.974, .434, .026, .152, .155, .155, 1, 
2018, OAK, AL, 32, 75, 73, 10, 17, 4, 0, 5, 16, 1, 29, 0, 0, 1, .233, .253, .493, .746, 75, 36, 32, 0, 0, .308, 9, 3, 13, 302, 4.027, .387, .067, .034, .260, .260, 0, 
2019, OAK, AL, 23, 58, 57, 6, 7, 2, 0, 2, 5, 1, 23, 1, 0, 0, .123, .138, .263, .401, 58, 15, 29, 0, 0, .156, 4, 0, 4, 237, 4.086, .397, .034, .043, .140, .140, 0, 
2020, 2 Teams, 21, 28, 27, 5, 2, 0, 0, 0, 2, 0, 15, 1, 0, 1, .074, .107, .074, .181, 2, 23, 0, 0, .167, 94, 
2020, LAA, AL, 6, 18, 17, 0, 2, 0, 0, 0, 2, 0, 8, 1, 0, 1, .118, .167, .118, .284, 18, 2, 14, 0, 0, .222, 0, 0, 3, 54, 3.000, .444, .000, .---, .000, .000, 0, 
2020, OAK, AL, 15, 10, 10, 5, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, .000, .000, .000, .000, 10, 0, 9, 0, 0, .000, 0, 0, 2, 40, 4.000, .700, .000, .---, .000, .000, 0, 
4 Seasons, 101, 237, 228, 31, 40, 7, 2, 9, 29, 7, 100, 4, 0, 2, .175, .207, .342, .549, 237, 78, 120, 0, 0, .261, 18, 4, 33, 935, 3.945, .422, .038, .070, .167, .167, 1, 
