Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, LAA, AL, 46, 128, 117, 12, 28, 2, 0, 5, 10, 8, 35, 0, 1, 2, .239, .299, .385, .684, 128, 45, 57, 1, 0, .299, 7, 2, 13, 481, 3.758, .273, .039, .229, .145, .145, 1
2020, LAA, AL, 2, 6, 5, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, .200, .333, .200, .533, 6, 1, 6, 0, 0, .250, 0, 0, 1, 21, 3.500, .167, .000, 1.000, .000, .000, 0
2 Seasons, 48, 134, 122, 12, 29, 2, 0, 5, 10, 9, 36, 0, 1, 2, .238, .301, .377, .678, 134, 46, 63, 1, 0, .296, 7, 2, 14, 502, 3.746, .269, .037, .250, .139, .139, 1
