Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, 2 Teams, 25, 56, 54, 2, 7, 1, 0, 1, 4, 1, 21, 0, 0, 0, .130, .145, .204, .349, 26, 1, 0, .188, 221
2019, LAA, AL, 22, 51, 49, 2, 5, 0, 0, 1, 3, 1, 19, 0, 0, 0, .102, .120, .163, .283, 8, 23, 1, 0, .138, 1, 0, 3, 204, 4.000, .373, .020, .053, .061, .061, 0
2019, TB, AL, 3, 5, 5, 0, 2, 1, 0, 0, 1, 0, 2, 0, 0, 0, .400, .400, .600, 1.000, 3, 3, 0, 0, .667, 1, 0, 1, 17, 3.400, .400, .000, .---, .200, .200, 0
2020, LAA, AL, 16, 45, 35, 7, 6, 1, 0, 1, 2, 6, 9, 0, 1, 2, .171, .326, .286, .611, 10, 13, 2, 0, .200, 2, 0, 3, 178, 3.956, .200, .022, .667, .114, .114, 0
2 Seasons, 40, 98, 86, 9, 13, 2, 0, 2, 6, 7, 29, 0, 1, 2, .151, .232, .244, .476, 98, 21, 38, 3, 0, .200, 4, 0, 7, 385, 3.929, .296, .020, .241, .093, .093, 0
