Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, KC, AL, 13, 27, 24, 2, 6, 1, 0, 1, 5, 3, 4, 0, 0, 0, .250, .333, .417, .750, 10, 11, 0, 0, .263, 2, 1, 3, 93, 3.444, .148, .037, .750, .167, .167, 0
2018, KC, AL, 22, 69, 63, 5, 13, 3, 0, 1, 7, 3, 15, 0, 0, 1, .206, .250, .302, .552, 19, 36, 1, 1, .250, 4, 1, 9, 264, 3.826, .217, .014, .200, .095, .095, 0
2019, KC, AL, 45, 142, 126, 14, 30, 7, 0, 3, 12, 11, 28, 0, 1, 3, .238, .312, .365, .677, 46, 44, 1, 1, .281, 10, 3, 12, 576, 4.056, .197, .021, .393, .127, .127, 0
2020, KC, AL, 24, 60, 53, 10, 15, 5, 0, 1, 3, 6, 11, 0, 0, 0, .283, .356, .434, .790, 23, 24, 1, 0, .341, 6, 0, 5, 244, 4.067, .183, .017, .545, .151, .151, 0
4 Seasons, 104, 298, 266, 31, 64, 16, 0, 6, 27, 23, 58, 0, 1, 4, .241, .308, .368, .677, 298, 98, 115, 3, 2, .284, 22, 5, 29, 1177, 3.950, .195, .020, .397, .128, .128, 0
