Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2016, KC, AL, 47, 149, 135, 16, 25, 1, 3, 2, 13, 6, 48, 9, 1, 2, .185, .231, .281, .512, 38, 59, 6, 0, .271, 6, 1, 19, 515, 3.456, .322, .013, .125, .096, .096, 0
2017, KC, AL, 25, 60, 53, 4, 9, 1, 0, 1, 3, 3, 22, 5, 2, 0, .170, .214, .245, .460, 13, 24, 4, 0, .267, 2, 2, 7, 205, 3.417, .367, .017, .136, .075, .075, 0
2018, KC, AL, 75, 291, 275, 47, 76, 13, 3, 14, 37, 11, 77, 32, 7, 1, .276, .306, .498, .804, 137, 114, 3, 1, .335, 30, 2, 36, 1080, 3.711, .265, .048, .143, .222, .222, 0
2019, KC, AL, 102, 443, 415, 58, 109, 20, 10, 9, 62, 19, 132, 43, 7, 0, .263, .291, .424, .715, 176, 167, 3, 6, .357, 39, 6, 65, 1610, 3.634, .298, .020, .144, .161, .161, 0
2020, KC, AL, 45, 174, 164, 18, 34, 6, 1, 3, 12, 7, 54, 15, 6, 1, .207, .244, .311, .555, 51, 87, 2, 0, .290, 10, 3, 24, 633, 3.638, .310, .017, .130, .104, .104, 0
5 Seasons, 293, 1113, 1040, 140, 252, 41, 17, 28, 126, 44, 333, 102, 23, 4, .242, .274, .395, .669, 1113, 411, 450, 18, 7, .327, 86, 14, 151, 4020, 3.612, .299, .025, .132, .153, .153, 0
