Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2018, HOU, AL, 28, 72, 64, 10, 9, 2, 1, 0, 4, 6, 13, 1, 1, 2, .141, .236, .203, .439, 13, 39, 0, 0, .176, 3, 1, 5, 278, 3.861, .181, .000, .462, .063, .063, 0
2019, HOU, AL, 22, 72, 67, 15, 18, 6, 0, 4, 11, 4, 20, 5, 0, 1, .269, .319, .537, .857, 36, 35, 0, 0, .326, 10, 1, 11, 259, 3.597, .278, .056, .200, .269, .269, 0
2020, HOU, AL, 44, 172, 158, 30, 41, 9, 6, 8, 37, 13, 36, 5, 0, 0, .259, .314, .544, .858, 86, 63, 0, 1, .287, 23, 2, 30, 650, 3.779, .209, .047, .361, .285, .285, 1
3 Seasons, 94, 316, 289, 55, 68, 17, 7, 12, 52, 23, 69, 11, 1, 3, .235, .297, .467, .765, 316, 135, 137, 0, 1, .268, 36, 4, 46, 1187, 3.756, .218, .038, .333, .232, .232, 1
