Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2016, HOU, AL, 36, 137, 130, 13, 34, 7, 0, 3, 15, 5, 12, 1, 1, 1, .262, .292, .385, .677, 137, 50, 57, 0, 1, .267, 10, 7, 32, 438, 3.197, .088, .022, .417, .123, .123, 0
2017, HOU, AL, 139, 564, 529, 69, 158, 43, 1, 18, 75, 22, 62, 3, 2, 7, .299, .332, .486, .817, 564, 257, 216, 0, 6, .308, 62, 12, 91, 1933, 3.427, .110, .032, .355, .187, .187, 0
2018, HOU, AL, 136, 573, 537, 70, 156, 33, 1, 13, 85, 23, 63, 5, 1, 6, .291, .323, .428, .751, 573, 230, 213, 0, 7, .306, 47, 22, 110, 1908, 3.330, .110, .023, .365, .138, .138, 1
2019, HOU, AL, 144, 612, 564, 85, 168, 40, 2, 31, 104, 37, 65, 5, 3, 5, .298, .343, .541, .884, 612, 305, 262, 0, 6, .289, 73, 12, 101, 2085, 3.407, .106, .051, .569, .243, .243, 2
2020, HOU, AL, 44, 179, 163, 26, 42, 12, 1, 6, 18, 10, 22, 0, 0, 2, .258, .302, .454, .756, 179, 74, 77, 0, 4, .259, 19, 4, 37, 617, 3.447, .123, .034, .455, .196, .196, 0
5 Seasons, 499, 2065, 1923, 263, 558, 135, 5, 71, 297, 97, 224, 14, 7, 21, .290, .327, .476, .804, 2065, 916, 825, 0, 24, .295, 211, 57, 371, 6981, 3.381, .108, .034, .433, .186, .186, 3
