Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2013, ARI, NL, 31, 87, 76, 8, 18, 6, 0, 3, 12, 10, 24, 0, 1, 1, .237, .333, .434, .768, 33, 37, 0, 0, .306, 9, 1, 10, 362, 4.161, .276, .034, .417, .197, .197, 0
2016, CWS, AL, 1, 2, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, .500, .500, .500, 1.000, 1, 1, 0, 0, 1.000, 0, 0, 0, 10, 5.000, .500, .000, .---, .000, .000, 0
2017, CWS, AL, 118, 443, 414, 43, 91, 16, 1, 26, 68, 19, 165, 0, 1, 5, .220, .260, .452, .711, 187, 192, 0, 5, .285, 43, 12, 64, 1855, 4.187, .372, .059, .115, .232, .232, 2
2018, CWS, AL, 123, 496, 434, 51, 99, 23, 0, 20, 62, 52, 165, 0, 0, 7, .228, .319, .419, .738, 182, 181, 0, 3, .313, 43, 8, 52, 2118, 4.270, .333, .040, .315, .191, .191, 1
2020, CIN, NL, 20, 47, 43, 3, 7, 1, 0, 3, 11, 4, 13, 0, 0, 0, .163, .234, .395, .629, 17, 19, 0, 0, .148, 4, 2, 5, 200, 4.255, .277, .064, .308, .233, .233, 0
5 Seasons, 293, 1075, 969, 106, 216, 46, 1, 52, 154, 85, 368, 0, 2, 13, .223, .292, .433, .726, 1075, 420, 430, 0, 8, .294, 99, 23, 131, 4545, 4.228, .342, .048, .231, .211, .211, 3
