Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, Season, Tm, LG, PA, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, CIN, NL, 8, 20, 18, 0, 3, 1, 0, 0, 0, 2, 5, 1, 0, 0, .167, .250, .222, .472, 20, 4, 10, 0, 0, .231, 1, 1, 4, 83, 4.150, .250, .000, .400, .056, .056, 0
1 Season, 8, 20, 18, 0, 3, 1, 0, 0, 0, 2, 5, 1, 0, 0, .167, .250, .222, .472, 20, 4, 10, 0, 0, .231, 1, 1, 4, 83, 4.150, .250, .000, .400, .056, .056, 0
