2018, CIN, NL, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, .000, .000, .000, .000, 1, 0, 1, 0, 0, .---, 0, 0, 0, 5, 5.000, 1.000, .000, .---, .000, .000, 0, 
2019, CIN, NL, 56, 225, 205, 31, 53, 8, 0, 19, 47, 16, 60, 7, 0, 2, .259, .316, .576, .891, 225, 118, 104, 0, 2, .266, 27, 5, 33, 896, 3.982, .267, .084, .267, .317, .317, 0, 
2020, CIN, NL, 10, 21, 16, 2, 4, 1, 0, 0, 3, 4, 6, 1, 0, 1, .250, .429, .313, .741, 21, 5, 4, 0, 0, .400, 1, 0, 1, 75, 3.571, .286, .000, .667, .063, .063, 0, 
3 Seasons, 67, 247, 222, 33, 57, 9, 0, 19, 50, 20, 67, 8, 0, 3, .257, .324, .554, .878, 247, 123, 109, 0, 2, .275, 28, 5, 34, 976, 3.951, .271, .077, .299, .297, .297, 0, 
