2015, CIN, NL, 30, 41, 36, 4, 9, 0, 1, 0, 4, 0, 13, 0, 0, 1, .250, .270, .306, .576, 
2016, CIN, NL, 35, 5, 5, 1, 1, 0, 0, 1, 3, 0, 2, 0, 0, 0, .200, .200, .800, 1.000, 
2017, CIN, NL, 70, 12, 12, 1, 2, 0, 0, 1, 1, 0, 5, 0, 0, 0, .167, .167, .417, .583, 
2018, CIN, NL, 54, 34, 31, 5, 9, 1, 0, 4, 10, 2, 9, 0, 0, 0, .290, .333, .710, 1.043, 
2019, CIN, NL, 100, 53, 48, 6, 10, 2, 0, 1, 6, 5, 17, 5, 2, 0, .208, .283, .313, .596, 
2020, CIN, NL, 4, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, .000, 1.000, .000, 1.000, 
6 Seasons, 293, 146, 132, 18, 31, 3, 1, 7, 24, 7, 46, 5, 2, 2, .235, .284, .432, .716, 
2015, CIN, NL, 41, 11, 8, 4, 0, .391, 1, 0, 3, 152, 3.707, .317, .000, .---, .056, .056, 0, 
2016, CIN, NL, 5, 4, 3, 0, 0, .000, 1, 0, 0, 22, 4.400, .400, .200, .---, .600, .600, 0, 
2017, CIN, NL, 12, 5, 1, 0, 0, .167, 1, 0, 0, 43, 3.583, .417, .083, .---, .250, .250, 0, 
2018, CIN, NL, 34, 22, 11, 1, 0, .278, 5, 4, 9, 129, 3.794, .265, .118, .222, .419, .419, 0, 
2019, CIN, NL, 53, 15, 22, 0, 0, .300, 3, 1, 7, 219, 4.132, .321, .019, .294, .104, .104, 1, 
2020, CIN, NL, 1, 0, 0, 0, 0, .---, 0, 0, 0, 3, 3.000, .000, .000, .---, 0, 
146, 57, 45, 5, 0, .304, 11, 5, 19, 568, 3.890, .315, .048, .152, .197, .197, 1, 
