Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2017, LAD, NL, 132, 548, 480, 87, 128, 26, 4, 39, 97, 64, 146, 10, 3, 1, .267, .352, .581, .933, 548, 279, 224, 0, 3, .299, 69, 5, 70, 2205, 4.024, .266, .071, .438, .315, .315, 1
2018, LAD, NL, 162, 632, 557, 84, 145, 28, 7, 25, 76, 69, 151, 14, 1, 3, .260, .343, .470, .814, 632, 262, 269, 0, 3, .313, 60, 7, 84, 2644, 4.184, .239, .040, .457, .210, .210, 0
2019, LAD, NL, 156, 661, 558, 121, 170, 34, 3, 47, 115, 95, 108, 15, 5, 3, .305, .406, .629, 1.035, 661, 351, 238, 0, 4, .302, 84, 10, 106, 2688, 4.067, .163, .071, .880, .324, .324, 2
2020, LAD, NL, 42, 185, 166, 27, 35, 5, 0, 10, 22, 19, 31, 6, 0, 0, .211, .292, .422, .714, 185, 70, 79, 0, 0, .200, 15, 3, 31, 709, 3.832, .168, .054, .613, .211, .211, 1
4 Seasons, 492, 2026, 1761, 319, 478, 93, 14, 121, 310, 247, 436, 45, 9, 7, .271, .361, .546, .908, 2026, 962, 810, 0, 10, .294, 228, 25, 291, 8246, 4.070, .215, .060, .567, .275, .275, 4
