Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2014, BOS, AL, 52, 213, 189, 34, 55, 12, 1, 5, 18, 21, 31, 7, 3, 2, .291, .368, .444, .812, 84, 68, 1, 0, .327, 18, 2, 22, 928, 4.357, .146, .023, .677, .153, .153, 0
2015, BOS, AL, 145, 654, 597, 92, 174, 42, 8, 18, 77, 46, 82, 21, 6, 2, .291, .341, .479, .820, 286, 177, 3, 6, .310, 68, 2, 89, 2634, 4.028, .125, .028, .561, .188, .188, 1
2016, BOS, AL, 158, 730, 672, 122, 214, 42, 5, 31, 113, 49, 80, 26, 4, 2, .318, .363, .534, .897, 359, 236, 0, 7, .322, 78, 12, 129, 2709, 3.711, .110, .042, .613, .216, .216, 0
2017, BOS, AL, 153, 712, 628, 101, 166, 46, 2, 24, 102, 77, 79, 26, 3, 2, .264, .344, .459, .803, 288, 230, 0, 5, .268, 72, 9, 102, 2804, 3.938, .111, .034, .975, .194, .194, 1
2018, BOS, AL, 136, 614, 520, 129, 180, 47, 5, 32, 80, 81, 91, 30, 6, 8, .346, .438, .640, 1.078, 333, 142, 0, 5, .368, 84, 5, 63, 2582, 4.205, .148, .052, .890, .294, .294, 1
2019, BOS, AL, 150, 706, 597, 135, 176, 40, 5, 29, 80, 97, 101, 16, 3, 3, .295, .391, .524, .915, 313, 184, 0, 9, .309, 74, 11, 74, 2909, 4.120, .143, .041, .960, .229, .229, 1
2020, LAD, NL, 42, 189, 166, 33, 50, 8, 0, 14, 33, 21, 30, 6, 1, 1, .301, .381, .602, .983, 100, 53, 0, 1, .293, 22, 1, 24, 699, 3.698, .159, .074, .700, .301, .301, 0
7 Seasons, 836, 3818, 3369, 646, 1015, 237, 26, 153, 503, 392, 494, 132, 26, 20, .301, .374, .523, .897, 3818, 1763, 1090, 4, 33, .313, 416, 42, 503, 15265, 3.998, .129, .040, .794, .222, .222, 4
