Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2019, LAD, NL, 23, 82, 75, 12, 18, 4, 1, 2, 9, 7, 24, 2, 0, 0, .240, .305, .400, .705, 30, 31, 0, 0, .327, 7, 0, 14, 350, 4.268, .293, .024, .292, .160, .160, 0
2020, LAD, NL, 10, 42, 37, 6, 7, 2, 0, 2, 6, 5, 11, 1, 0, 0, .189, .286, .405, .691, 15, 15, 0, 0, .208, 4, 0, 5, 177, 4.214, .262, .048, .455, .216, .216, 0
2 Seasons, 33, 124, 112, 18, 25, 6, 1, 4, 15, 12, 35, 3, 0, 0, .223, .298, .402, .700, 124, 45, 46, 0, 0, .288, 11, 0, 19, 527, 4.250, .282, .032, .343, .179, .179, 0
