Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2015, LAD, NL, 20, 37, 29, 4, 6, 2, 0, 0, 1, 6, 6, 1, 0, 1, .207, .361, .276, .637, 8, 15, 1, 0, .261, 2, 2, 5, 160, 4.324, .162, .000, 1.000, .069, .069, 0
2016, LAD, NL, 21, 37, 32, 3, 5, 1, 0, 0, 2, 5, 9, 0, 0, 0, .156, .270, .188, .458, 6, 12, 0, 0, .217, 1, 0, 5, 149, 4.027, .243, .000, .556, .031, .031, 0
2017, LAD, NL, 102, 262, 218, 35, 63, 15, 2, 8, 38, 39, 43, 4, 1, 5, .289, .408, .486, .895, 106, 99, 0, 0, .329, 25, 6, 32, 1068, 4.076, .164, .031, .907, .197, .197, 1
2018, LAD, NL, 100, 238, 200, 32, 41, 5, 0, 4, 14, 31, 67, 4, 3, 6, .205, .329, .290, .619, 58, 107, 1, 0, .287, 9, 7, 26, 1023, 4.298, .282, .017, .463, .085, .085, 1
2019, LAD, NL, 75, 242, 212, 28, 43, 12, 1, 5, 25, 23, 56, 3, 0, 5, .203, .293, .340, .633, 72, 95, 0, 2, .248, 18, 8, 27, 940, 3.884, .231, .021, .411, .137, .137, 0
2020, LAD, NL, 24, 85, 73, 9, 19, 3, 0, 1, 9, 9, 22, 2, 0, 0, .260, .337, .342, .680, 25, 45, 2, 1, .353, 4, 0, 7, 324, 3.812, .259, .012, .409, .082, .082, 0
6 Seasons, 342, 901, 764, 111, 177, 38, 3, 18, 89, 113, 203, 14, 4, 17, .232, .342, .360, .702, 901, 275, 373, 4, 3, .291, 59, 23, 102, 3664, 4.067, .225, .020, .557, .128, .128, 2
