Season, Tm, LG, G, PA, AB, R, H, 2B, 3B, HR, RBI, BB, SO, SB, CS, HBP, AVG, OBP, SLG, OPS, TB, LOB, SAC, SF, BABIP, XBH, GIDP, GIDPO, NP, P/PA, K/PA, HR/PA, BB/K, ISO, ROE, WO
2020, LAD, NL, 2, 8, 8, 1, 2, 0, 0, 1, 1, 0, 3, 0, 0, 0, .250, .250, .625, .875, 8, 5, 4, 0, 0, .250, 1, 0, 1, 30, 3.750, .375, .125, .---, .375, .375, 0
1 Season, 2, 8, 8, 1, 2, 0, 0, 1, 1, 0, 3, 0, 0, 0, .250, .250, .625, .875, 8, 5, 4, 0, 0, .250, 1, 0, 1, 30, 3.750, .375, .125, .---, .375, .375, 0
