2020, LAD, NL, 2, 8, 8, 1, 2, 0, 0, 1, 1, 0, 3, 0, 0, 0, .250, .250, .625, .875, 
1 Season, 2, 8, 8, 1, 2, 0, 0, 1, 1, 0, 3, 0, 0, 0, .250, .250, .625, .875, 
2020, LAD, NL, 8, 5, 4, 0, 0, .250, 1, 0, 1, 30, 3.750, .375, .125, .---, .375, .375, 0, 
8, 5, 4, 0, 0, .250, 1, 0, 1, 30, 3.750, .375, .125, .---, .375, .375, 0, 
